id_facture,montant_total,nb_relances,delai_paiement,client_id,nb_commandes_client,total_achats_client,moyenne_retard_client,type_client,statut_final_facture
7162,44038.63,2,45,230,4,17081.99,0.84,client,payée
7163,64775.82,2,61,431,24,90931.12,10.24,client,impayée
7164,71434.73,0,42,257,17,69630.6,16.46,client,impayée
7165,72556.57,0,66,298,20,85336.98,4.87,client,partielle
7166,9936.78,3,45,324,4,10002.35,11.58,client,impayée
7167,86676.04,0,49,462,13,82160.68,8.43,client,partielle
7168,48534.06,2,84,214,24,51457.0,0.84,client,partielle
7169,29929.53,2,20,204,7,55819.14,1.26,client,payée
7170,27967.63,2,23,25,4,32567.37,0.35,client,payée
7171,50886.34,1,41,116,28,145532.33,3.21,client,payée
7172,89249.0,2,89,368,8,78132.42,1.96,client,partielle
7173,40943.02,2,83,185,11,90797.83,2.78,client,partielle
7174,76223.95,0,65,180,19,56705.96,0.04,client,payée
7175,14197.78,1,30,391,26,255808.44,6.39,client,partielle
7176,50225.39,1,83,391,7,61326.84,1.12,client,partielle
7177,99210.18,0,68,440,9,68687.32,2.3,client,payée
7178,78191.59,0,17,423,22,159007.08,2.57,client,payée
7179,25000.21,2,38,454,4,27352.0,0.34,client,payée
7180,52636.94,0,27,83,4,39687.23,2.27,client,payée
7181,27194.35,1,24,239,1,5827.94,11.51,client,impayée
7182,43908.29,1,58,442,6,19959.74,11.18,client,impayée
7183,79107.98,1,77,151,3,13067.01,0.12,client,payée
7184,78266.36,2,62,252,3,15005.2,0.15,client,payée
7185,26669.54,1,63,118,1,4531.44,4.51,client,partielle
7186,92611.22,1,24,138,7,15699.72,1.15,client,payée
7187,61293.98,2,43,364,9,23308.35,11.44,client,impayée
7188,41092.81,1,82,456,3,6118.28,3.3,client,partielle
7189,52683.88,2,36,164,23,170956.59,1.97,client,payée
7190,62481.77,1,45,455,25,182900.84,15.32,client,impayée
7191,58189.6,1,73,375,15,38175.49,1.91,client,partielle
7192,51208.48,3,72,131,3,13564.43,1.93,client,partielle
7193,52968.62,1,25,72,25,106602.45,0.71,client,payée
7194,21759.13,2,28,333,11,61917.21,1.26,client,payée
7195,82209.63,2,20,479,18,87652.33,7.15,client,partielle
7196,56467.23,0,36,397,3,25692.29,7.13,client,partielle
7197,17452.59,2,87,474,27,244658.97,2.44,client,partielle
7198,77784.92,0,30,176,20,72966.56,2.15,client,payée
7199,93582.18,1,7,112,7,20775.89,2.71,client,payée
7200,94994.16,1,86,66,27,235290.01,1.79,client,partielle
7201,40056.68,0,11,131,9,54107.7,4.68,client,payée
7202,17874.1,1,20,63,29,133254.64,9.06,client,partielle
7203,54247.96,1,57,15,17,40989.38,0.05,client,payée
7204,15697.88,2,8,497,28,191771.94,13.74,client,impayée
7205,93728.8,1,49,130,9,32956.26,0.63,client,payée
7206,22440.06,2,36,445,10,23014.94,11.5,client,impayée
7207,29012.76,1,87,443,13,72260.12,1.33,client,partielle
7208,43630.47,1,82,145,5,33885.5,12.45,client,impayée
7209,41400.62,2,62,486,14,47194.22,7.74,client,impayée
7210,80492.97,2,17,267,4,28846.5,1.57,client,payée
7211,48350.1,1,26,261,14,49155.44,0.14,client,payée
7212,21222.98,0,48,326,29,62811.65,6.29,client,partielle
7213,30384.94,2,48,323,11,35106.05,8.62,client,impayée
7214,53365.77,2,34,279,28,187486.87,5.69,client,partielle
7215,19008.12,1,27,96,22,155814.48,2.4,client,payée
7216,63107.29,2,16,63,10,89183.34,0.68,client,payée
7217,58745.99,1,18,388,5,12495.7,2.13,client,payée
7218,72896.72,0,40,239,21,202096.9,1.56,client,payée
7219,94081.94,2,49,29,12,74104.7,6.42,client,partielle
7220,91664.18,1,76,145,21,83258.81,0.87,client,payée
7221,94877.18,3,28,479,15,73849.82,8.56,client,impayée
7222,28247.98,2,7,163,24,58690.05,4.73,client,payée
7223,17498.7,2,82,176,13,37449.53,3.29,client,partielle
7224,33716.29,2,55,341,26,235539.5,2.23,client,partielle
7225,90033.09,1,79,87,8,22778.11,3.54,client,partielle
7226,97345.08,3,59,304,26,63614.63,3.88,client,partielle
7227,86635.87,0,42,479,4,27144.57,1.35,client,payée
7228,15451.68,3,86,309,13,65804.41,22.44,client,impayée
7229,95005.66,1,24,449,15,78711.52,12.01,client,impayée
7230,45219.01,3,6,117,9,26659.67,2.48,client,payée
7231,5884.48,0,30,203,24,56480.48,1.47,client,payée
7232,47027.41,2,6,257,28,249923.36,1.83,client,payée
7233,9376.57,1,71,135,6,30697.83,19.6,client,impayée
7234,56668.4,0,88,233,18,51855.44,2.61,client,partielle
7235,37162.63,3,78,77,9,32418.34,12.15,client,impayée
7236,49976.32,1,46,374,22,62112.04,0.3,client,payée
7237,63251.18,1,89,84,24,139793.54,7.5,client,impayée
7238,87536.1,2,44,198,6,50568.23,7.18,client,partielle
7239,67880.65,1,13,286,21,108105.75,5.26,client,payée
7240,46234.64,1,6,369,7,48714.17,0.65,client,payée
7241,82845.65,1,32,372,12,88842.81,19.92,client,impayée
7242,91030.3,0,7,70,4,30786.39,1.2,client,payée
7243,16377.2,4,20,98,26,177950.42,6.18,client,partielle
7244,55533.63,0,8,99,11,70759.74,6.96,client,payée
7245,32028.64,2,27,84,3,17481.24,7.13,client,partielle
7246,9470.81,0,81,166,27,156298.65,8.74,client,impayée
7247,68511.94,1,10,158,28,130576.79,22.61,client,impayée
7248,86963.22,1,78,499,7,42254.34,0.5,client,payée
7249,20475.75,1,59,97,2,11664.92,3.2,client,partielle
7250,82179.3,3,85,310,10,45554.12,18.41,client,impayée
7251,86072.59,3,12,344,3,13227.55,10.69,client,impayée
7252,91862.34,2,77,479,17,94665.32,23.35,client,impayée
7253,30202.08,1,85,400,11,92668.31,4.37,client,partielle
7254,90875.54,1,68,104,28,111485.89,5.59,client,partielle
7255,35462.96,1,71,272,1,8763.16,1.53,client,partielle
7256,57472.11,2,45,283,2,15583.37,3.07,client,partielle
7257,9798.21,0,44,100,13,53236.77,0.11,client,payée
7258,9168.7,2,31,278,14,29548.51,6.36,client,partielle
7259,73435.46,0,43,399,17,44447.52,13.01,client,impayée
7260,47225.6,2,57,46,2,18125.93,0.59,client,payée
7261,29347.78,1,44,385,17,143742.09,3.03,client,payée
7262,23089.28,2,56,412,19,95695.67,4.88,client,partielle
7263,68645.58,1,41,161,25,62340.87,5.0,client,partielle
7264,5038.15,1,71,100,9,76401.51,1.83,client,payée
7265,81559.66,2,23,399,24,97006.47,0.1,client,payée
7266,12528.71,1,38,479,25,240623.57,10.94,client,impayée
7267,23191.51,0,82,313,12,74198.19,0.48,client,payée
7268,41692.46,1,89,326,16,123542.82,0.98,client,partielle
7269,51061.58,2,70,196,4,22778.19,16.46,client,impayée
7270,38724.54,3,14,442,24,53315.75,3.47,client,payée
7271,35467.66,2,56,276,11,27559.08,10.36,client,impayée
7272,96572.02,0,46,4,21,205965.03,11.36,client,impayée
7273,65950.07,1,64,10,20,105959.06,22.75,client,impayée
7274,7226.13,3,85,263,29,100496.41,0.21,client,partielle
7275,45866.71,1,6,475,4,31049.45,0.27,client,payée
7276,88125.83,4,5,313,2,18115.07,1.06,client,payée
7277,33638.34,4,54,390,10,41358.67,5.34,client,impayée
7278,13982.85,2,40,311,9,59120.94,1.52,client,payée
7279,77046.55,1,26,159,29,114929.79,3.42,client,payée
7280,62571.31,2,86,320,25,214510.41,7.72,client,impayée
7281,59179.69,0,40,420,17,45804.72,1.03,client,payée
7282,10089.77,1,7,91,12,59762.44,1.68,client,payée
7283,18347.41,1,48,13,4,20156.67,6.5,client,partielle
7284,64142.19,0,20,75,9,63858.56,0.04,client,payée
7285,24743.26,0,15,373,14,47959.5,7.08,client,payée
7286,52886.66,1,14,329,4,23200.22,5.64,client,payée
7287,56763.76,3,55,456,2,12832.73,0.69,client,partielle
7288,31933.18,3,46,189,18,164286.82,1.4,client,partielle
7289,95100.39,1,89,10,13,80771.84,0.08,client,payée
7290,85034.09,2,29,450,10,30553.85,4.35,client,partielle
7291,73625.48,0,10,152,14,39349.48,2.53,client,payée
7292,12409.42,0,48,355,9,84537.91,2.75,client,payée
7293,15082.35,1,12,418,11,108210.84,0.54,client,payée
7294,51814.23,2,38,434,20,66725.09,2.17,client,payée
7295,20267.77,0,45,331,1,8010.83,12.57,client,impayée
7296,97935.22,2,5,116,12,48068.65,0.33,client,payée
7297,20059.42,2,7,129,29,251236.48,18.44,client,impayée
7298,51309.44,0,56,5,17,47138.62,9.42,client,impayée
7299,39591.5,2,81,411,17,93448.44,1.13,client,partielle
7300,65741.71,1,47,7,8,54148.5,6.11,client,partielle
7301,17258.46,0,51,242,17,149940.24,0.48,client,payée
7302,45880.06,2,87,101,21,185930.07,0.87,client,partielle
7303,31096.98,1,23,500,25,86858.91,3.35,client,payée
7304,89336.39,0,74,230,20,194738.98,2.56,client,payée
7305,8855.64,0,51,257,27,191927.35,8.44,client,partielle
7306,91804.11,0,82,288,25,181754.59,14.01,client,impayée
7307,84134.44,0,9,145,21,191350.83,14.31,client,impayée
7308,33269.22,2,68,274,13,59310.81,0.79,client,payée
7309,79982.61,2,49,68,25,133043.61,5.8,client,partielle
7310,7965.29,1,68,49,13,128438.83,4.23,client,partielle
7311,96852.23,1,49,269,15,31984.57,2.31,client,payée
7312,55026.52,3,40,69,18,160870.89,26.32,client,impayée
7313,33811.7,0,13,406,13,113620.64,3.04,client,payée
7314,39445.41,0,27,410,8,32794.43,5.47,client,payée
7315,11308.51,1,36,324,7,60014.91,3.49,client,payée
7316,98988.2,0,49,87,23,106764.73,0.54,client,payée
7317,8732.73,1,32,133,19,133604.53,0.76,client,payée
7318,67216.18,3,56,393,10,55750.26,6.93,client,impayée
7319,47059.91,0,15,77,12,33727.61,8.09,client,partielle
7320,95147.04,2,23,62,2,18325.74,2.26,client,payée
7321,28369.98,2,68,73,27,171776.14,0.35,client,payée
7322,55548.25,2,69,68,14,81962.84,15.73,client,impayée
7323,50823.84,0,77,218,10,90359.81,3.44,client,partielle
7324,71772.31,0,61,78,17,78610.8,0.72,client,payée
7325,11460.97,5,70,246,13,85315.6,1.11,client,partielle
7326,23409.97,0,8,258,1,9058.2,0.23,client,payée
7327,25383.66,0,33,95,23,109090.1,6.19,client,partielle
7328,75124.32,1,8,178,25,208707.12,6.09,client,payée
7329,22968.18,2,5,307,15,91724.48,4.61,client,payée
7330,59481.72,0,22,474,1,3262.13,3.95,client,payée
7331,25448.16,0,17,2,15,34870.99,2.4,client,payée
7332,86854.37,1,74,425,26,203158.88,15.04,client,impayée
7333,94507.62,4,53,494,20,81900.01,8.06,client,impayée
7334,54256.83,1,51,320,15,127887.46,11.91,client,impayée
7335,38469.34,2,34,172,14,49159.99,1.87,client,payée
7336,27235.49,1,31,52,13,85057.06,19.15,client,impayée
7337,9729.2,1,76,37,2,5495.51,0.9,client,partielle
7338,30507.51,2,32,66,8,63089.14,0.29,client,payée
7339,67152.4,0,6,488,9,73130.61,1.93,client,payée
7340,55693.61,1,24,92,19,177315.0,1.12,client,payée
7341,94683.92,2,79,184,19,123326.69,3.64,client,partielle
7342,42646.34,2,82,279,23,65585.27,2.16,client,partielle
7343,70917.02,2,28,199,9,77599.09,0.94,client,payée
7344,51485.66,2,81,167,23,103756.52,9.3,client,impayée
7345,53694.74,0,76,232,28,257508.93,3.55,client,partielle
7346,30438.56,0,48,372,29,284857.62,0.58,client,payée
7347,48220.32,4,25,86,7,21419.36,0.39,client,payée
7348,49724.57,0,26,316,14,37291.48,2.42,client,payée
7349,72131.04,3,77,312,2,18361.65,11.93,client,impayée
7350,94360.8,2,62,376,12,110292.11,3.55,client,partielle
7351,36285.52,2,15,420,11,73497.4,0.75,client,payée
7352,9009.04,1,84,385,17,154784.49,1.42,client,partielle
7353,52148.04,0,57,354,2,18888.34,0.25,client,payée
7354,56723.83,0,13,260,28,180407.26,8.91,client,partielle
7355,21001.85,3,71,41,22,164828.96,14.6,client,impayée
7356,77244.14,2,56,99,28,193440.3,0.41,client,payée
7357,98568.27,1,17,437,12,40761.52,0.95,client,payée
7358,94848.6,3,5,159,26,142737.05,0.94,client,payée
7359,23725.07,2,48,417,15,111766.12,8.14,client,impayée
7360,88159.51,0,79,389,29,199582.38,9.14,client,impayée
7361,71926.9,0,28,427,8,29766.26,2.72,client,payée
7362,48115.42,3,9,235,8,74224.59,17.42,client,impayée
7363,56358.04,0,70,395,22,181996.03,1.5,client,payée
7364,85712.02,3,85,32,18,45857.89,3.72,client,impayée
7365,50612.82,3,85,367,14,66536.78,27.98,client,impayée
7366,40454.7,1,24,385,25,249107.63,8.78,client,partielle
7367,51858.51,2,68,43,10,51184.8,3.34,client,partielle
7368,60017.33,3,19,262,4,29229.76,0.57,client,payée
7369,22962.38,1,72,92,16,44886.73,11.74,client,impayée
7370,90586.23,2,58,209,16,71798.27,3.91,client,partielle
7371,69047.76,3,15,370,29,262636.49,1.84,client,payée
7372,65160.55,2,27,267,21,127770.63,3.0,client,payée
7373,14452.14,1,5,169,17,146215.27,1.86,client,payée
7374,62396.52,0,46,283,9,18551.48,4.0,client,payée
7375,16491.26,3,51,189,11,80620.39,1.59,client,partielle
7376,12476.28,1,72,76,27,118784.51,2.95,client,partielle
7377,55094.54,1,42,13,27,239927.75,2.78,client,payée
7378,43264.63,1,6,351,26,248361.69,4.79,client,payée
7379,60936.98,2,49,35,13,97512.37,0.07,client,payée
7380,13476.11,0,31,25,1,3168.63,4.57,client,payée
7381,45943.39,2,81,478,7,40214.01,4.5,client,partielle
7382,21604.74,0,65,292,11,62875.59,2.49,client,payée
7383,98774.51,1,86,149,25,216059.68,1.42,client,partielle
7384,58309.27,0,15,112,3,17054.78,9.14,client,partielle
7385,70306.5,1,73,311,2,9322.16,2.11,client,partielle
7386,35914.74,0,33,36,14,96471.38,1.87,client,payée
7387,14000.2,4,29,412,10,71766.58,3.11,client,partielle
7388,97707.73,0,82,155,24,203510.0,1.63,client,payée
7389,32194.61,1,58,396,20,184070.62,8.88,client,impayée
7390,45261.78,0,52,202,17,155034.13,4.16,client,payée
7391,66737.07,1,50,26,8,56110.34,7.02,client,partielle
7392,7346.24,4,45,477,15,92913.54,6.84,client,impayée
7393,81974.62,2,45,173,22,185014.93,7.76,client,impayée
7394,55974.93,0,65,390,6,26725.9,10.17,client,impayée
7395,31430.63,2,15,473,20,161268.97,12.6,client,impayée
7396,10852.76,0,48,8,22,133074.12,2.42,client,payée
7397,20437.35,0,36,331,2,5978.41,2.93,client,payée
7398,90028.22,1,53,125,22,176504.56,0.26,client,payée
7399,70172.3,2,10,401,15,107816.39,13.0,client,impayée
7400,28740.66,2,61,422,16,42550.26,4.42,client,partielle
7401,11232.07,2,10,239,2,11205.9,6.23,client,partielle
7402,70608.45,0,51,205,22,129623.07,2.86,client,payée
7403,59378.73,0,67,169,14,101193.36,3.21,client,payée
7404,43429.35,1,53,399,25,185697.63,3.92,client,partielle
7405,39543.09,2,26,83,23,81056.82,7.93,client,partielle
7406,25597.36,1,71,83,28,63548.57,4.75,client,partielle
7407,68613.07,3,23,74,28,233872.34,8.34,client,impayée
7408,97213.46,0,59,284,20,197055.15,1.22,client,payée
7409,21692.95,2,38,485,1,9525.5,1.15,client,payée
7410,61726.08,0,45,153,9,54057.58,1.16,client,payée
7411,45297.58,1,11,335,17,105934.87,0.02,client,payée
7412,47435.43,2,61,163,21,198336.75,0.99,client,payée
7413,29143.99,1,20,336,14,88944.39,0.63,client,payée
7414,83387.81,2,63,37,23,97090.34,3.02,client,partielle
7415,51099.28,1,42,155,10,74207.27,0.68,client,payée
7416,56623.56,3,13,261,13,75628.62,2.69,client,payée
7417,33952.29,1,81,443,13,107640.04,38.04,client,impayée
7418,22271.8,1,38,88,26,214927.81,3.5,client,payée
7419,13161.49,1,50,194,22,208728.74,12.93,client,impayée
7420,72841.32,1,41,360,19,58948.69,6.05,client,partielle
7421,23642.26,1,47,369,27,166607.26,11.24,client,impayée
7422,70557.16,1,51,245,8,66295.1,4.91,client,partielle
7423,42085.76,5,10,483,27,147925.75,8.31,client,impayée
7424,44498.61,1,42,57,7,49105.5,1.8,client,payée
7425,49571.86,4,65,189,25,213406.34,2.33,client,partielle
7426,39932.31,3,8,127,17,98377.84,16.13,client,impayée
7427,14558.9,0,9,481,8,42130.03,1.56,client,payée
7428,34415.02,0,74,374,4,13777.82,2.74,client,partielle
7429,68054.76,1,64,490,7,60174.79,5.27,client,partielle
7430,68249.52,1,81,480,23,192423.33,2.49,client,partielle
7431,32191.31,2,81,316,20,158904.07,0.11,client,partielle
7432,48709.75,2,60,448,24,123516.66,7.86,client,impayée
7433,23377.49,4,86,32,29,193300.23,2.04,client,impayée
7434,24985.35,0,63,400,28,83773.04,1.29,client,payée
7435,7189.47,3,11,365,17,77454.56,3.52,client,payée
7436,90190.92,1,72,486,5,27421.08,0.04,client,payée
7437,25017.13,1,35,365,20,46966.28,9.97,client,impayée
7438,26615.72,1,89,300,4,11314.8,1.51,client,partielle
7439,31562.14,1,52,215,19,164118.12,12.8,client,impayée
7440,17103.77,3,46,346,1,9769.63,5.66,client,impayée
7441,65729.97,0,34,122,21,96094.35,3.98,client,payée
7442,12138.58,2,55,325,24,68494.2,8.21,client,impayée
7443,17749.23,2,39,189,10,94831.39,25.0,client,impayée
7444,66251.89,2,66,327,6,55886.95,1.45,client,partielle
7445,37267.76,0,55,162,12,86847.22,2.19,client,payée
7446,72255.04,1,54,242,17,80048.33,3.31,client,partielle
7447,57955.35,0,34,458,5,14502.81,3.88,client,payée
7448,29322.01,4,23,120,22,209350.83,4.03,client,partielle
7449,66828.66,1,54,86,9,84267.4,3.98,client,partielle
7450,16046.0,1,58,277,9,71510.55,8.81,client,impayée
7451,55958.99,1,87,403,5,47355.45,2.59,client,partielle
7452,46529.07,1,8,52,19,59243.59,0.06,client,payée
7453,30447.99,2,16,120,22,63227.97,10.43,client,impayée
7454,62380.47,1,19,426,27,95480.73,5.43,client,payée
7455,87776.69,0,19,39,24,89374.53,1.05,client,payée
7456,99895.95,1,14,301,28,241285.88,0.15,client,payée
7457,62737.46,2,65,345,11,103112.67,1.9,client,partielle
7458,43447.06,6,23,397,28,104292.24,0.66,client,partielle
7459,26394.67,2,57,171,12,68418.7,11.36,client,impayée
7460,29424.13,2,76,339,5,28179.39,1.63,client,partielle
7461,50548.22,3,61,374,8,27383.68,6.12,client,impayée
7462,39891.38,1,13,199,17,150055.22,5.36,client,payée
7463,91812.38,2,33,479,8,49439.54,6.26,client,partielle
7464,39988.07,0,11,194,2,13059.82,3.78,client,payée
7465,40477.24,2,76,108,23,93550.75,6.54,client,impayée
7466,41435.78,2,21,429,18,116518.83,3.59,client,payée
7467,84478.92,1,83,132,19,158466.06,2.37,client,partielle
7468,66824.89,0,20,385,21,93228.49,9.78,client,partielle
7469,63346.04,1,75,244,10,29063.61,3.07,client,partielle
7470,36743.59,1,87,111,7,46706.25,4.2,client,partielle
7471,82700.9,1,42,384,9,63779.8,3.13,client,payée
7472,8644.57,4,80,60,12,43398.15,7.47,client,impayée
7473,87725.73,1,51,306,12,47837.25,3.88,client,partielle
7474,53711.24,2,14,343,5,16122.75,3.18,client,payée
7475,42833.77,1,28,303,11,103081.57,1.49,client,payée
7476,52230.89,1,54,17,17,62969.63,12.13,client,impayée
7477,68404.48,2,72,342,15,31276.57,9.95,client,impayée
7478,6212.72,4,47,163,11,95933.45,2.82,client,partielle
7479,87797.43,2,41,8,15,126387.3,5.39,client,partielle
7480,47440.25,0,49,56,16,90436.48,3.55,client,payée
7481,37581.82,2,58,188,19,159168.68,0.97,client,payée
7482,18133.33,2,47,183,21,117535.61,2.36,client,payée
7483,46749.21,1,72,263,12,45553.39,9.59,client,impayée
7484,52150.66,0,41,65,3,16225.31,7.98,client,partielle
7485,43346.44,0,45,281,8,47159.95,0.54,client,payée
7486,69472.71,1,5,499,24,49728.66,0.39,client,payée
7487,44985.17,2,20,24,11,31973.0,9.6,client,impayée
7488,96334.67,1,41,114,1,8998.12,11.48,client,impayée
7489,61931.36,0,41,97,24,123345.68,1.74,client,payée
7490,81710.4,3,11,459,4,18606.95,2.15,client,payée
7491,15388.81,2,44,96,27,245885.01,2.05,client,payée
7492,42742.67,2,55,349,6,19419.34,0.68,client,payée
7493,37000.53,0,68,65,10,37358.98,6.83,client,partielle
7494,59100.83,4,26,303,15,129354.06,2.31,client,partielle
7495,86805.78,3,47,136,8,33897.9,9.05,client,impayée
7496,12442.13,1,66,173,14,98922.01,10.54,client,impayée
7497,11894.61,3,58,413,2,15833.15,12.2,client,impayée
7498,85780.18,0,31,31,24,90762.3,8.52,client,partielle
7499,25220.76,0,33,313,23,92627.04,7.78,client,partielle
7500,68531.56,3,20,483,20,122607.22,2.98,client,payée
7501,56573.42,0,89,135,28,233455.87,0.14,client,payée
7502,84124.89,0,15,159,21,135135.43,0.59,client,payée
7503,16883.45,0,25,109,6,15232.15,3.78,client,payée
7504,17329.38,4,13,242,3,14420.09,2.23,client,partielle
7505,57897.74,1,31,188,2,9290.21,8.83,client,partielle
7506,94905.97,1,83,184,14,118451.41,4.14,client,partielle
7507,44424.79,0,27,160,18,77711.57,0.52,client,payée
7508,36059.5,2,55,94,15,138146.09,3.26,client,partielle
7509,62635.49,1,84,317,4,18719.49,8.63,client,impayée
7510,93392.62,1,7,189,16,56845.85,9.94,client,partielle
7511,84508.14,0,20,76,23,145348.94,0.91,client,payée
7512,99570.94,1,12,355,12,61093.18,0.53,client,payée
7513,7144.02,2,46,448,17,122072.29,2.45,client,payée
7514,15721.52,2,77,266,1,9325.7,0.34,client,partielle
7515,62899.44,2,39,410,20,190524.06,6.48,client,partielle
7516,82954.76,2,75,69,9,34370.25,2.97,client,partielle
7517,32098.21,2,76,87,12,39578.04,1.1,client,partielle
7518,27725.05,0,52,329,28,266550.38,0.54,client,payée
7519,79762.7,2,58,97,5,42497.11,13.11,client,impayée
7520,10356.28,2,40,254,17,69587.94,0.22,client,payée
7521,40091.35,2,10,293,3,25318.91,0.52,client,payée
7522,53051.88,2,75,414,27,214067.8,1.33,client,partielle
7523,58233.12,2,16,353,6,24170.98,0.5,client,payée
7524,74218.44,2,63,2,29,268141.97,5.17,client,partielle
7525,38710.34,1,69,298,3,13723.31,1.23,client,payée
7526,63205.01,2,54,196,27,157718.68,3.27,client,partielle
7527,60610.67,1,47,474,22,151230.03,9.84,client,impayée
7528,57023.53,0,47,350,6,21180.64,8.71,client,partielle
7529,65845.91,1,53,419,21,144696.39,0.79,client,payée
7530,29647.67,1,80,138,26,198904.57,0.46,client,payée
7531,13041.63,0,59,31,13,36560.9,5.46,client,partielle
7532,16330.81,1,87,207,21,105730.52,1.18,client,partielle
7533,26335.33,2,89,469,25,172411.92,7.6,client,impayée
7534,52518.8,1,54,6,19,178784.97,2.85,client,payée
7535,84842.06,2,25,65,15,136918.02,0.84,client,payée
7536,71622.87,0,17,249,27,90648.14,18.29,client,impayée
7537,79958.86,1,46,202,26,178985.64,0.29,client,payée
7538,38342.68,1,19,386,7,19489.0,0.66,client,payée
7539,43442.11,2,54,393,13,56563.4,8.36,client,impayée
7540,42399.78,3,5,81,20,135563.24,3.01,client,payée
7541,23227.95,0,55,336,2,5301.84,13.91,client,impayée
7542,10815.58,1,38,450,26,236883.31,0.6,client,payée
7543,61137.03,0,46,336,19,164006.27,0.85,client,payée
7544,98975.58,3,66,355,19,109955.28,0.01,client,partielle
7545,20848.82,2,36,59,3,17802.1,1.22,client,payée
7546,9435.06,0,65,377,3,27152.71,5.35,client,partielle
7547,79055.51,2,58,220,26,62490.97,6.42,client,impayée
7548,28995.67,1,78,243,6,18906.28,2.81,client,partielle
7549,83816.16,4,62,141,13,58032.46,1.49,client,partielle
7550,71873.98,0,89,262,14,68811.04,6.3,client,partielle
7551,94838.99,2,28,409,6,59397.45,0.95,client,payée
7552,43848.09,4,31,447,27,85851.77,7.29,client,impayée
7553,67887.13,3,25,187,9,39823.48,7.72,client,impayée
7554,49161.2,1,22,231,24,206966.39,2.91,client,payée
7555,64905.93,1,59,90,10,82748.37,1.08,client,payée
7556,47711.9,0,72,364,16,115816.54,4.97,client,partielle
7557,22920.06,0,51,430,23,106453.52,9.6,client,impayée
7558,53250.25,1,58,246,15,44133.23,3.77,client,partielle
7559,55215.5,1,22,399,12,118420.47,3.09,client,payée
7560,82007.37,0,77,322,28,112319.52,19.37,client,impayée
7561,74874.47,2,68,342,13,113842.19,3.85,client,partielle
7562,68060.2,1,53,42,18,164881.18,0.17,client,payée
7563,15771.77,2,39,476,26,143707.13,3.49,client,partielle
7564,73458.55,0,43,145,2,17613.29,2.95,client,payée
7565,52528.99,0,62,383,14,59252.14,1.73,client,payée
7566,89939.46,0,61,23,17,155027.91,1.91,client,payée
7567,92387.74,7,10,143,23,163017.8,13.36,client,impayée
7568,10239.88,2,82,422,23,81764.49,0.72,client,partielle
7569,82960.95,3,82,56,1,8292.38,7.22,client,impayée
7570,8581.25,1,24,418,22,204809.85,11.64,client,impayée
7571,39881.11,4,54,222,11,72197.82,1.5,client,partielle
7572,56518.5,1,13,65,14,113161.77,0.35,client,payée
7573,19069.58,0,80,361,12,100300.55,1.83,client,payée
7574,75899.81,1,18,336,23,190882.41,2.84,client,payée
7575,5793.7,1,27,217,14,78895.2,15.12,client,impayée
7576,21016.91,4,52,112,17,134632.2,2.81,client,partielle
7577,60175.7,1,84,494,12,76658.93,0.48,client,payée
7578,72866.82,0,86,250,6,31903.66,0.79,client,payée
7579,92081.09,2,60,87,26,86489.03,2.17,client,partielle
7580,72022.18,1,44,481,9,83450.75,1.02,client,payée
7581,68819.03,2,73,290,12,63831.49,0.31,client,payée
7582,42462.41,1,43,457,17,66580.91,0.96,client,payée
7583,5122.02,0,78,400,16,63013.86,0.56,client,payée
7584,16415.13,1,47,357,2,7873.41,1.13,client,payée
7585,55782.68,0,35,434,18,36356.19,28.21,client,impayée
7586,69137.34,2,74,112,16,88092.05,2.95,client,partielle
7587,44657.59,0,7,453,10,91255.01,5.37,client,payée
7588,74414.51,0,8,241,19,41822.26,0.9,client,payée
7589,54576.92,2,31,426,4,38611.12,9.46,client,impayée
7590,12046.74,0,31,446,7,24030.89,1.55,client,payée
7591,23241.54,2,51,268,16,124015.91,20.23,client,impayée
7592,84799.83,2,64,453,19,157369.92,9.06,client,impayée
7593,73866.71,1,40,87,23,181261.25,15.07,client,impayée
7594,90002.39,1,50,72,5,23567.02,5.52,client,partielle
7595,16167.94,2,65,491,5,38152.49,5.37,client,partielle
7596,99071.14,1,46,227,23,133027.26,9.2,client,impayée
7597,24893.64,1,11,128,23,74004.27,6.28,client,payée
7598,6119.09,1,34,80,7,25252.07,4.66,client,partielle
7599,99755.18,0,54,84,25,55205.9,2.22,client,payée
7600,31702.02,4,51,28,17,79147.97,1.26,client,partielle
7601,68461.85,0,44,414,1,7823.92,7.62,client,partielle
7602,21784.82,1,9,459,3,29257.16,2.44,client,payée
7603,60121.71,0,74,306,16,49095.45,0.32,client,payée
7604,90883.32,1,62,401,22,106177.43,3.27,client,partielle
7605,35417.21,1,48,138,2,6903.98,5.36,client,partielle
7606,68674.13,0,75,472,25,202177.43,0.12,client,payée
7607,22850.84,1,36,351,1,9356.67,6.11,client,partielle
7608,64355.56,2,83,11,21,61152.24,1.27,client,partielle
7609,36962.78,1,81,175,7,64600.85,1.26,client,partielle
7610,25064.78,3,86,136,10,41719.44,4.14,client,impayée
7611,34752.29,0,78,31,3,11353.52,2.06,client,payée
7612,21989.9,1,44,357,18,44155.35,2.99,client,payée
7613,90682.03,1,61,165,29,76668.64,3.6,client,partielle
7614,42732.75,1,15,161,3,7661.39,12.69,client,impayée
7615,28301.53,2,44,137,28,155996.33,1.15,client,payée
7616,47598.74,2,51,174,7,50884.06,3.12,client,partielle
